population_id,state,district,village_or_city,nearest_city,latitude,longitude,crs,population_total,male_population,female_population,households,population_density_per_km2,children_population,elderly_population,settlement_type,river_distance_m,floodplain_flag,elevation_m,estimated_exposed_population,settlement_geometry_wkt,data_source,data_status
IN-POP-0649,Uttarakhand,Dehradun,Dehradun Settlement 0649,Dehradun,30.318643,78.026734,EPSG:4326,14927,7020,7907,3072,2577.2,3222,939,Village,502.1,1,883.3,8350,POINT (78.026734 30.318643),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0650,Bihar,Gaya,Gaya Settlement 0650,Gaya,24.780097,84.987075,EPSG:4326,1450,707,743,315,1227.0,225,184,Village,2234.1,0,149.3,58,POINT (84.987075 24.780097),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0651,Uttar Pradesh,Agra,Agra Settlement 0651,Agra,27.175706,78.00472,EPSG:4326,91389,44708,46681,27133,22353.5,14111,10933,City,4890.7,0,564.7,1233,POINT (78.004720 27.175706),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0652,Delhi,Delhi,Delhi Settlement 0652,Delhi,28.584805,77.206967,EPSG:4326,1408,741,667,405,135.3,287,106,Village,7049.3,0,1152.5,34,POINT (77.206967 28.584805),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0653,Maharashtra,Mumbai,Mumbai Settlement 0653,Mumbai,19.10376,72.894672,EPSG:4326,41347,21032,20315,11757,8988.4,8011,2770,City,4657.0,0,528.5,513,POINT (72.894672 19.103760),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0654,Maharashtra,Pune,Pune Settlement 0654,Pune,18.535647,73.855539,EPSG:4326,111268,58268,53000,28153,14595.0,20486,8626,City,4666.9,0,1079.8,7845,POINT (73.855539 18.535647),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0655,Maharashtra,Nagpur,Nagpur Settlement 0655,Nagpur,21.126981,79.104169,EPSG:4326,116416,60828,55588,25356,59298.9,20631,12421,Urban Fringe,6365.3,0,1139.2,5281,POINT (79.104169 21.126981),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0656,Gujarat,Ahmedabad,Ahmedabad Settlement 0656,Ahmedabad,23.050949,72.551717,EPSG:4326,318,164,154,88,85.3,40,30,Village,5567.2,0,1085.1,9,POINT (72.551717 23.050949),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0657,Gujarat,Surat,Surat Settlement 0657,Surat,21.141637,72.832948,EPSG:4326,7210,3517,3693,1936,1788.5,1387,865,Village,3445.6,0,538.0,486,POINT (72.832948 21.141637),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0658,Rajasthan,Jaipur,Jaipur Settlement 0658,Jaipur,26.912712,75.803145,EPSG:4326,12350,6361,5989,3249,1178.7,2450,1444,Village,4210.7,0,799.6,427,POINT (75.803145 26.912712),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0659,Uttar Pradesh,Lucknow,Lucknow Settlement 0659,Lucknow,26.841813,80.951886,EPSG:4326,2734,1400,1334,619,506.9,418,338,Village,2323.7,0,220.1,207,POINT (80.951886 26.841813),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0660,Uttar Pradesh,Varanasi,Varanasi Settlement 0660,Varanasi,25.34227,82.98123,EPSG:4326,9307,4817,4490,2550,927.1,1563,1007,Village,4002.2,0,78.1,519,POINT (82.981230 25.342270),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0661,Bihar,Patna,Patna Settlement 0661,Patna,25.60085,85.144421,EPSG:4326,103648,50519,53129,26322,11812.0,16634,11939,City,1144.5,1,889.1,56467,POINT (85.144421 25.600850),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0662,West Bengal,Kolkata,Kolkata Settlement 0662,Kolkata,22.582554,88.370762,EPSG:4326,127360,66629,60731,30915,14395.4,18360,16453,Town,4513.6,0,655.3,7778,POINT (88.370762 22.582554),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0663,Assam,Guwahati,Guwahati Settlement 0663,Guwahati,26.157768,91.72544,EPSG:4326,106752,51785,54967,22578,12097.5,18793,9918,Town,893.4,1,797.3,40793,POINT (91.725440 26.157768),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0664,Odisha,Bhubaneswar,Bhubaneswar Settlement 0664,Bhubaneswar,20.31684,85.81253,EPSG:4326,17961,9355,8606,4530,3162.6,3433,1139,Village,2511.6,0,963.8,1025,POINT (85.812530 20.316840),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0665,Jharkhand,Ranchi,Ranchi Settlement 0665,Ranchi,23.34589,85.291108,EPSG:4326,17588,8819,8769,3544,19147.3,3645,2133,Village,4373.1,0,790.6,499,POINT (85.291108 23.345890),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0666,Madhya Pradesh,Bhopal,Bhopal Settlement 0666,Bhopal,23.277261,77.388269,EPSG:4326,112005,56779,55226,26195,16444.3,21360,14356,Urban Fringe,3701.3,0,1005.6,1258,POINT (77.388269 23.277261),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0667,Madhya Pradesh,Indore,Indore Settlement 0667,Indore,22.748599,75.832632,EPSG:4326,16025,8251,7774,3680,1508.9,2695,975,Town,6373.6,0,461.3,640,POINT (75.832632 22.748599),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0668,Chhattisgarh,Raipur,Raipur Settlement 0668,Raipur,21.234384,81.6174,EPSG:4326,11304,5630,5674,2478,1274.0,1512,1465,Village,107.9,1,151.3,1964,POINT (81.617400 21.234384),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0669,Telangana,Hyderabad,Hyderabad Settlement 0669,Hyderabad,17.405315,78.464982,EPSG:4326,94821,48314,46507,19781,16908.4,13531,5894,Town,2241.0,0,354.9,657,POINT (78.464982 17.405315),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0670,Karnataka,Bengaluru,Bengaluru Settlement 0670,Bengaluru,12.979998,77.58822,EPSG:4326,4720,2454,2266,1357,3219.9,606,459,Village,800.8,1,374.5,983,POINT (77.588220 12.979998),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0671,Karnataka,Mysuru,Mysuru Settlement 0671,Mysuru,12.272206,76.656167,EPSG:4326,13607,6945,6662,4058,1460.8,2729,1505,Village,4553.9,0,424.9,252,POINT (76.656167 12.272206),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0672,Tamil Nadu,Chennai,Chennai Settlement 0672,Chennai,13.10603,80.285488,EPSG:4326,24645,11593,13052,7288,7342.3,2979,2321,Village,7102.5,0,224.6,460,POINT (80.285488 13.106030),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0673,Tamil Nadu,Coimbatore,Coimbatore Settlement 0673,Coimbatore,11.011962,76.969068,EPSG:4326,777,371,406,182,85.6,147,49,Village,7669.2,0,1114.1,49,POINT (76.969068 11.011962),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0674,Kerala,Kochi,Kochi Settlement 0674,Kochi,9.927764,76.266534,EPSG:4326,47309,23290,24019,13453,11025.7,6919,2923,City,704.2,1,503.0,3638,POINT (76.266534 9.927764),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0675,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0675,Thiruvananthapuram,8.526701,76.913779,EPSG:4326,11368,5953,5415,3237,5551.7,1549,1135,Village,5483.4,0,778.5,67,POINT (76.913779 8.526701),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0676,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0676,Vijayawada,16.480424,80.635393,EPSG:4326,2205,1053,1152,527,1992.8,377,282,Village,6947.7,0,598.7,30,POINT (80.635393 16.480424),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0677,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0677,Visakhapatnam,17.713823,83.245759,EPSG:4326,17906,8744,9162,5554,2785.2,3603,2202,Village,7512.7,0,998.9,377,POINT (83.245759 17.713823),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0678,Jammu and Kashmir,Srinagar,Srinagar Settlement 0678,Srinagar,34.055138,74.818303,EPSG:4326,5452,2643,2809,1152,1549.7,1135,394,Village,412.0,1,925.2,3817,POINT (74.818303 34.055138),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0679,Himachal Pradesh,Shimla,Shimla Settlement 0679,Shimla,31.10142,77.176126,EPSG:4326,17120,8104,9016,4782,3039.6,3228,1780,Village,3129.4,0,408.5,996,POINT (77.176126 31.101420),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0680,Uttarakhand,Dehradun,Dehradun Settlement 0680,Dehradun,30.335922,78.021854,EPSG:4326,10935,5247,5688,2589,1031.0,1567,1412,Village,4904.9,0,784.6,618,POINT (78.021854 30.335922),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0681,Bihar,Gaya,Gaya Settlement 0681,Gaya,24.784029,84.992783,EPSG:4326,98276,51110,47166,23913,10395.3,18516,12420,Urban Fringe,7767.2,0,227.6,7557,POINT (84.992783 24.784029),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0682,Uttar Pradesh,Agra,Agra Settlement 0682,Agra,27.177825,78.0367,EPSG:4326,24335,12522,11813,6061,7149.2,5277,2471,Village,2334.8,0,526.9,1567,POINT (78.036700 27.177825),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0683,Delhi,Delhi,Delhi Settlement 0683,Delhi,28.594206,77.183289,EPSG:4326,108907,51992,56915,24397,15984.3,23636,11973,City,113.6,1,339.4,58139,POINT (77.183289 28.594206),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0684,Maharashtra,Mumbai,Mumbai Settlement 0684,Mumbai,19.084086,72.885812,EPSG:4326,23855,11888,11967,7166,5411.2,3249,2038,Village,7387.9,0,482.2,463,POINT (72.885812 19.084086),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0685,Maharashtra,Pune,Pune Settlement 0685,Pune,18.500818,73.885278,EPSG:4326,101439,48647,52792,26505,10544.7,20335,10724,Urban Fringe,1192.3,1,1064.8,5103,POINT (73.885278 18.500818),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0686,Maharashtra,Nagpur,Nagpur Settlement 0686,Nagpur,21.118697,79.074254,EPSG:4326,87473,46290,41183,18798,16666.9,11367,7562,City,2174.9,0,214.2,1956,POINT (79.074254 21.118697),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0687,Gujarat,Ahmedabad,Ahmedabad Settlement 0687,Ahmedabad,23.036811,72.556019,EPSG:4326,8650,4252,4398,2029,785.4,1639,818,Urban Fringe,2130.5,0,477.4,118,POINT (72.556019 23.036811),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0688,Gujarat,Surat,Surat Settlement 0688,Surat,21.146109,72.84726,EPSG:4326,66760,34565,32195,17029,33787.2,9900,5537,Town,5347.0,0,1100.6,757,POINT (72.847260 21.146109),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0689,Rajasthan,Jaipur,Jaipur Settlement 0689,Jaipur,26.911621,75.79271,EPSG:4326,71414,37771,33643,20302,26816.5,10313,5615,Urban Fringe,933.5,1,355.9,37229,POINT (75.792710 26.911621),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0690,Uttar Pradesh,Lucknow,Lucknow Settlement 0690,Lucknow,26.868683,80.958842,EPSG:4326,13080,6772,6308,4051,1118.9,2735,1319,Village,5370.7,0,532.0,850,POINT (80.958842 26.868683),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0691,Uttar Pradesh,Varanasi,Varanasi Settlement 0691,Varanasi,25.2955,82.980728,EPSG:4326,7681,3988,3693,1625,1039.3,1106,926,Village,1164.1,1,148.8,4871,POINT (82.980728 25.295500),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0692,Bihar,Patna,Patna Settlement 0692,Patna,25.598573,85.130095,EPSG:4326,10711,5120,5591,2672,1722.2,1542,1241,Village,3004.7,0,135.3,24,POINT (85.130095 25.598573),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0693,West Bengal,Kolkata,Kolkata Settlement 0693,Kolkata,22.56435,88.36061,EPSG:4326,141087,70329,70758,30845,21501.0,20200,17527,Town,7406.2,0,677.9,3166,POINT (88.360610 22.564350),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0694,Assam,Guwahati,Guwahati Settlement 0694,Guwahati,26.137685,91.749084,EPSG:4326,149449,72175,77274,31594,23948.1,23321,16757,Urban Fringe,7976.4,0,1163.4,9514,POINT (91.749084 26.137685),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0695,Odisha,Bhubaneswar,Bhubaneswar Settlement 0695,Bhubaneswar,20.309301,85.834595,EPSG:4326,15062,7417,7645,3352,2163.8,2510,1445,Village,3189.6,0,736.9,462,POINT (85.834595 20.309301),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0696,Jharkhand,Ranchi,Ranchi Settlement 0696,Ranchi,23.323254,85.330183,EPSG:4326,86918,41691,45227,23856,12259.0,15910,6703,City,81.3,1,547.5,12268,POINT (85.330183 23.323254),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0697,Madhya Pradesh,Bhopal,Bhopal Settlement 0697,Bhopal,23.230598,77.436546,EPSG:4326,116272,55900,60372,30640,14153.2,16908,14456,Town,668.9,1,1165.1,31227,POINT (77.436546 23.230598),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0698,Madhya Pradesh,Indore,Indore Settlement 0698,Indore,22.693139,75.88315,EPSG:4326,1388,706,682,303,128.0,264,176,Village,2193.9,0,1077.1,27,POINT (75.883150 22.693139),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0699,Chhattisgarh,Raipur,Raipur Settlement 0699,Raipur,21.242667,81.647216,EPSG:4326,15571,7352,8219,3212,1676.8,3354,1370,Town,3692.5,0,1016.7,195,POINT (81.647216 21.242667),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0700,Telangana,Hyderabad,Hyderabad Settlement 0700,Hyderabad,17.413925,78.485053,EPSG:4326,8439,4136,4303,1775,1371.4,1142,1077,Village,5765.4,0,673.8,172,POINT (78.485053 17.413925),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
